gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,num_services,Segment,Segment_Name,Assigned_Intervention,CLV,Churn_Probability,High_Risk,Intervention_Cost,intervention_cost,baseline_loss,prevented_loss,net_benefit
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,0,4+ years,5,1,Loyal Champions,premium_support,1074.6,0.35010096,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,0,0-1 year,3,0,Segment 0,discount_20,668.4000000000001,0.56303334,True,0,0.0,376.3314860343934,112.89944581031807,112.89944581031807
Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,0,1-2 years,2,2,Budget Conscious,discount_10,297.6,0.42666787,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,417.65,0,1-2 years,1,2,Budget Conscious,discount_10,240.0,0.38562426,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,1,0-1 year,3,0,Segment 0,discount_20,673.8,0.616896,True,0,0.0,415.6645070672035,124.69935212016105,124.69935212016105
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,0,4+ years,6,1,Loyal Champions,premium_support,1262.4,0.38758114,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,0,2-4 years,1,2,Budget Conscious,discount_10,234.60000000000002,0.38304693,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,0,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,957.0,0.5177792,True,0,0.0,495.5146670937538,99.10293341875075,99.10293341875075
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253.0,0,4+ years,5,1,Loyal Champions,premium_support,1169.4,0.36191228,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,0,4+ years,2,2,Budget Conscious,discount_10,291.0,0.32155216,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,0,4+ years,2,2,Budget Conscious,discount_10,295.20000000000005,0.32449442,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,0,2-4 years,2,0,Segment 0,discount_20,601.8,0.3949907,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,0,4+ years,3,0,Segment 0,discount_20,475.20000000000005,0.37202868,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,1,0-1 year,5,3,At-Risk Newcomers,feature_tutorial,1132.8000000000002,0.60925025,True,0,0.0,690.158680343628,138.03173606872554,138.03173606872554
Female,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,6293.45,0,4+ years,8,1,Loyal Champions,premium_support,1078.1999999999998,0.3573478,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,1,2-4 years,3,3,At-Risk Newcomers,feature_tutorial,947.4000000000001,0.39798045,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,0,2-4 years,5,3,At-Risk Newcomers,feature_tutorial,1186.1999999999998,0.41313106,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,0,2-4 years,3,0,Segment 0,discount_20,646.2,0.3949907,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.25,914.4,0,2-4 years,2,2,Budget Conscious,discount_10,291.0,0.37869078,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,0,4+ years,4,1,Loyal Champions,premium_support,1073.4,0.37232062,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,0,2-4 years,6,1,Loyal Champions,premium_support,1263.0,0.40806592,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,0,4+ years,5,1,Loyal Champions,premium_support,714.0,0.34739414,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,0,1-2 years,1,3,At-Risk Newcomers,feature_tutorial,846.5999999999999,0.39822227,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,0,4+ years,7,1,Loyal Champions,premium_support,990.0,0.36805242,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,1,1-2 years,2,0,Segment 0,discount_20,538.2,0.43264493,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,0,2-4 years,4,0,Segment 0,discount_20,739.2,0.39583066,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,0,0-1 year,2,0,Segment 0,discount_20,588.5999999999999,0.456935,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,1,2-4 years,6,1,Loyal Champions,premium_support,1267.8000000000002,0.45338973,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,895.8000000000001,0.500445,True,0,0.0,448.29863841533665,89.65972768306733,89.65972768306733
Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,0,1-2 years,5,0,Segment 0,discount_20,795.0,0.38969105,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,529.8,0,2-4 years,1,2,Budget Conscious,discount_10,232.79999999999998,0.37650564,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,0,2-4 years,3,3,At-Risk Newcomers,feature_tutorial,1032.6,0.4248936,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,0,2-4 years,1,2,Budget Conscious,discount_10,229.79999999999998,0.36029032,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,1,1-2 years,4,0,Segment 0,discount_20,776.4000000000001,0.4407123,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,1,0-1 year,6,3,At-Risk Newcomers,feature_tutorial,1248.6,0.5310602,True,0,0.0,663.0817892074584,132.61635784149166,132.61635784149166
Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,48.35,0,0-1 year,1,2,Budget Conscious,discount_10,231.0,0.61510706,True,0,0.0,142.0897307395935,21.31345961093902,21.31345961093902
Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,0,2-4 years,3,3,At-Risk Newcomers,feature_tutorial,983.4000000000001,0.39111766,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,0,4+ years,8,1,Loyal Champions,premium_support,1375.8000000000002,0.36506423,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1209.25,0,4+ years,1,2,Budget Conscious,discount_10,240.0,0.33565995,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,0,4+ years,1,2,Budget Conscious,discount_10,237.60000000000002,0.31806293,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,0,0-1 year,4,0,Segment 0,discount_20,781.8000000000001,0.44831434,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,228.65,0,1-2 years,1,2,Budget Conscious,discount_10,235.79999999999998,0.45188865,False,0,0.0,0.0,0.0,0.0
Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,0,1-2 years,8,1,Loyal Champions,premium_support,1067.4,0.47750574,False,0,0.0,0.0,0.0,0.0
Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,98.35,0,0-1 year,1,2,Budget Conscious,discount_10,242.39999999999998,0.510157,True,0,0.0,123.66205415725707,18.549308123588574,18.549308123588574
Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,0,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,902.4000000000001,0.48139077,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,0,1-2 years,3,0,Segment 0,discount_20,681.5999999999999,0.43111908,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,1,0-1 year,1,0,Segment 0,discount_20,426.59999999999997,0.70006555,True,0,0.0,298.647964990139,89.5943894970417,89.5943894970417
Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,0,2-4 years,2,3,At-Risk Newcomers,feature_tutorial,906.0,0.39653128,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,29,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.6,1072.6,0,2-4 years,2,0,Segment 0,discount_20,427.20000000000005,0.41340625,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,0,0-1 year,3,0,Segment 0,discount_20,723.0,0.6044525,True,0,0.0,437.01915085315704,131.1057452559471,131.1057452559471
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,1,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1141.8000000000002,0.66419566,True,0,0.0,758.3786009073259,151.67572018146518,151.67572018146518
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,1,1-2 years,4,3,At-Risk Newcomers,feature_tutorial,1159.8000000000002,0.485532,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,41,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,0,2-4 years,2,0,Segment 0,discount_20,484.20000000000005,0.3949569,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,0,0-1 year,1,2,Budget Conscious,discount_10,226.20000000000002,0.62354165,True,0,0.0,141.04512194395068,21.156768291592627,21.156768291592627
Male,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.85,370.4,0,0-1 year,2,0,Segment 0,discount_20,658.2,0.48746297,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,0,4+ years,4,1,Loyal Champions,premium_support,771.5999999999999,0.36783475,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1138.8,0,2-4 years,2,2,Budget Conscious,discount_10,295.79999999999995,0.37814572,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.1,5264.25,0,4+ years,6,1,Loyal Champions,premium_support,913.1999999999999,0.339243,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.7,1005.7,0,4+ years,1,2,Budget Conscious,discount_10,224.39999999999998,0.35714734,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,0,4+ years,5,1,Loyal Champions,premium_support,1175.4,0.39357072,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,0,4+ years,5,1,Loyal Champions,premium_support,1129.1999999999998,0.36383358,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,224.05,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,964.8000000000001,0.6344664,True,0,0.0,612.1331920623779,122.42663841247554,122.42663841247554
Female,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,0,1-2 years,4,3,At-Risk Newcomers,feature_tutorial,1141.1999999999998,0.4429421,False,0,0.0,0.0,0.0,0.0
Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,1,0-1 year,1,0,Segment 0,discount_20,376.20000000000005,0.696823,True,0,0.0,262.14481294155127,78.64344388246542,78.64344388246542
Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,0,4+ years,5,1,Loyal Champions,premium_support,868.1999999999999,0.35000923,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,1,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1077.0,0.50121236,True,0,0.0,539.8057100772858,107.96114201545714,107.96114201545714
Female,1,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.7,5831.2,0,4+ years,7,1,Loyal Champions,premium_support,992.4000000000001,0.35382915,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,510.8,0,2-4 years,1,2,Budget Conscious,discount_10,238.79999999999998,0.37595394,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,0,0-1 year,3,0,Segment 0,discount_20,645.5999999999999,0.57085913,True,0,0.0,368.5466570377349,110.56399711132048,110.56399711132048
Male,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4,0,2-4 years,2,0,Segment 0,discount_20,618.5999999999999,0.38953876,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,19.65,0,0-1 year,1,2,Budget Conscious,discount_10,235.79999999999998,0.6584753,True,0,0.0,155.26847097873687,23.29027064681054,23.29027064681054
Male,1,No,No,70,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.05,3011.65,0,4+ years,3,0,Segment 0,discount_20,528.5999999999999,0.37595618,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.15,0,4+ years,8,1,Loyal Champions,premium_support,1368.0,0.3472177,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,1,4+ years,4,1,Loyal Champions,premium_support,1132.8000000000002,0.36383358,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,0,2-4 years,5,3,At-Risk Newcomers,feature_tutorial,1204.8000000000002,0.44485474,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,19.85,1,0-1 year,1,2,Budget Conscious,discount_10,238.20000000000002,0.6584753,True,0,0.0,156.8488116502762,23.527321747541436,23.527321747541436
Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2,0,1-2 years,3,0,Segment 0,discount_20,651.0,0.4501239,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,0,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,960.0,0.4453608,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,1,0-1 year,7,3,At-Risk Newcomers,feature_tutorial,1318.8000000000002,0.54177946,True,0,0.0,714.4987498998643,142.89974997997274,142.89974997997274
Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.2,3593.8,0,2-4 years,6,1,Loyal Champions,premium_support,950.4000000000001,0.38121498,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,1,1-2 years,5,3,At-Risk Newcomers,feature_tutorial,1216.1999999999998,0.45889398,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,0,2-4 years,5,1,Loyal Champions,premium_support,1131.6,0.4420079,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,0,2-4 years,2,0,Segment 0,discount_20,597.5999999999999,0.39157143,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,1,1-2 years,3,0,Segment 0,discount_20,720.5999999999999,0.45619062,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,0,4+ years,4,0,Segment 0,discount_20,645.0,0.36942607,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,0,4+ years,4,1,Loyal Champions,premium_support,1121.4,0.37789646,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,0,1-2 years,4,3,At-Risk Newcomers,feature_tutorial,1054.8000000000002,0.42334858,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,1,0-1 year,3,0,Segment 0,discount_20,721.8,0.682715,True,0,0.0,492.7836860775947,147.8351058232784,147.8351058232784
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05,3478.75,0,4+ years,4,1,Loyal Champions,premium_support,732.5999999999999,0.35822374,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,0,4+ years,5,1,Loyal Champions,premium_support,1248.6,0.3731317,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,0,2-4 years,5,1,Loyal Champions,premium_support,1191.0,0.40273795,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,0,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1028.4,0.61961365,True,0,0.0,637.2106750488282,127.4421350097656,127.4421350097656
Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.85,3887.25,0,2-4 years,6,1,Loyal Champions,premium_support,1258.1999999999998,0.4112667,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.15,2490.15,0,2-4 years,6,1,Loyal Champions,premium_support,829.8000000000001,0.3893328,False,0,0.0,0.0,0.0,0.0
